producto,old_price,current_price,url,stock
Ascension: 10th Year Anniversary,$40.00,$37.48,https://gamersguildaz.com/products/ascension-10th-year-anniversary,Sí
Assassin's Creed: Brotherhood of Venice,$139.99,$97.36,https://gamersguildaz.com/products/assassins-creed-brotherhood-of-venice,Sí
Astro Drive,$24.95,$17.81,https://gamersguildaz.com/products/astro-drive,Sí
Astro Knights,,$50.92,https://gamersguildaz.com/products/astro-knights,Sí
Astro Knights: Eternity,,$50.92,https://gamersguildaz.com/products/astro-knights-eternity,Sí
Astro Knights: Savage Skies Expansion (Pre-Order),$19.99,$16.99,https://gamersguildaz.com/products/astro-knights-savage-skies-expansion-pre-order,Sí
Astro Knights: The Orion System,,$19.99,https://gamersguildaz.com/products/astro-knights-the-orion-system,Sí
Atiwa,$64.99,$51.99,https://gamersguildaz.com/products/atiwa,Sí
Atlantic Robot League,,$23.92,https://gamersguildaz.com/products/atlantic-robot-league,Sí
Atma Act I,$35.00,$34.96,https://gamersguildaz.com/products/atma-act-i,Sí
Atma Act II,$45.00,$34.96,https://gamersguildaz.com/products/atma-act-ii,Sí
Aurum,$14.95,$12.95,https://gamersguildaz.com/products/aurum,Sí
Autobahn,$55.00,$50.83,https://gamersguildaz.com/products/autobahn,Sí
Autumn (Pre-Order),$12.99,$11.04,https://gamersguildaz.com/products/autumn-pre-order,Sí
Autumn Harvest A Tea Dragon Society Card Game,$25.00,$21.24,https://gamersguildaz.com/products/autumn-harvest-a-tea-dragon-society-card-game,Sí
Autumn Harvest A Tea Dragon Society Card Game Convention Exclusive,,$30.00,https://gamersguildaz.com/products/autumn-harvest-a-tea-dragon-society-card-game-convention-exclusive,Sí
Auztralia,$69.95,$49.96,https://gamersguildaz.com/products/auztralia,Sí
Axis & Allies: 1940 Europe Second Edition,$100.00,$77.47,https://gamersguildaz.com/products/axis-allies-1940-europe-second-edition,Sí
Axis & Allies: 1940 Pacific Second Edition,$100.00,$69.96,https://gamersguildaz.com/products/axis-allies-1940-pacific-second-edition,Sí
Axis & Allies: 1941,$40.00,$34.76,https://gamersguildaz.com/products/axis-allies-1941,Sí
Axis & Allies: Guadalcanal (Pre-Order),$60.00,$51.01,https://gamersguildaz.com/products/axis-allies-guadalcanal-pre-order,Sí
Azul,$39.99,$31.99,https://gamersguildaz.com/products/azul,Sí
Azul: Crystal Mosaic Expansion,$14.99,$11.56,https://gamersguildaz.com/products/azul-crystal-mosaic-expansion,Sí
Azul: Glazed Pavilion Expansion,$14.99,$11.86,https://gamersguildaz.com/products/azul-glazed-pavilion-expansion,Sí
Azul: Master Chocolatier,$44.99,$35.99,https://gamersguildaz.com/products/azul-master-chocolatier,Sí
Azul: Queen's Garden,$44.99,$35.99,https://gamersguildaz.com/products/azul-queens-garden,Sí
Azul: Stained Glass of Sintra,$39.99,$31.99,https://gamersguildaz.com/products/azul-stained-glass-of-sintra,Sí
Azul: Summer Pavilion,$39.99,$31.99,https://gamersguildaz.com/products/azul-summer-pavilion-expansion,Sí
Bad Company,$54.99,$49.92,https://gamersguildaz.com/products/copy-of-1880-china,Sí
Bagh Chal,$15.00,$14.96,https://gamersguildaz.com/products/bagh-chal,Sí
Bamboo,,$53.58,https://gamersguildaz.com/products/bamboo,Sí
Bananagrams Duel,$9.99,$9.47,https://gamersguildaz.com/products/bananagrams-duel,Sí
Bandida,$12.99,$12.28,https://gamersguildaz.com/products/bandida-helvetiq,Sí
Bang!,$24.99,$18.36,https://gamersguildaz.com/products/bang,Sí
Bang! Armed and Dangerous Expansion Pack,$19.99,$18.79,https://gamersguildaz.com/products/bang-armed-and-dangerous-expansion-pack,Sí
Bang! Dynamite Box,$99.99,$69.54,https://gamersguildaz.com/products/bang-dynamite-box,Sí
Bang! Expansion Pack,$19.99,$19.96,https://gamersguildaz.com/products/bang-expansion-pack,Sí
Bang! Gold Rush Expansion Pack,,$21.97,https://gamersguildaz.com/products/bang-gold-rush-expansion-pack,Sí
BANG! Legends (Pre-Order),$19.99,$19.96,https://gamersguildaz.com/products/bang-legends-pre-order,Sí
Bang! The Bullet,$49.99,$39.92,https://gamersguildaz.com/products/bang-the-bullet-pre-order,Sí
Bang! The Dice Game,,$13.49,https://gamersguildaz.com/products/bang-the-dice-game,Sí
Bang! The Duel,$24.99,$18.36,https://gamersguildaz.com/products/bang-the-duel,Sí
Bang! The Duel: Renegades Expansion Pack,$19.99,$13.91,https://gamersguildaz.com/products/bang-the-duel-renegades-expansion-pack,Sí
Bang! The Great Train Robbery Expansion Pack,,$25.39,https://gamersguildaz.com/products/bang-gold-rush-expansion-pack-1,Sí
Barbearian Battlegrounds: Candy Horde,$14.95,$13.43,https://gamersguildaz.com/products/barbearian-battlegrounds-candy-horde,Sí
Barbearian Battlegrounds: Tales of Barbearia,,$27.96,https://gamersguildaz.com/products/barbearian-battlegrounds-tales-of-barbearia,Sí
Barcelona,$60.00,$49.92,https://gamersguildaz.com/products/barcelona,Sí
Bardsung: Legend of the Ancient Forge,$199.99,$139.93,https://gamersguildaz.com/products/bardsung-legend-of-the-ancient-forge,Sí
Barenpark,$44.99,$38.85,https://gamersguildaz.com/products/barenpark-lookout-games,Sí
Barenpark: Bad News Bears Expansion,$37.99,$29.51,https://gamersguildaz.com/products/barenpark-bad-news-bears-expansion-lookout-games,Sí
Bargain Quest,$45.00,$29.96,https://gamersguildaz.com/products/bargain-quest,Sí
Bargain Quest Solo Mode Expansion,$10.00,$7.46,https://gamersguildaz.com/products/bargain-quest-solo-mode-expansion,Sí
Bargain Quest: Black Market,$25.00,$15.25,https://gamersguildaz.com/products/bargain-quest-black-market,Sí
Bark Avenue,$44.99,$38.21,https://gamersguildaz.com/products/bark-avenue,Sí
Barrage: 5th Player Expansion,$34.99,$27.99,https://gamersguildaz.com/products/barrage-5th-player-expansion,Sí
Baseball Highlights: The Dice Game,$29.99,$20.94,https://gamersguildaz.com/products/copy-of-sleuth,Sí
Basilica,,$30.91,https://gamersguildaz.com/products/basilica,Sí
Basketball Highlights: Crunch Time!,$35.00,$29.75,https://gamersguildaz.com/products/basketball-highlights-crunch-time,Sí
Batman: Everybody Lies,$50.00,$32.82,https://gamersguildaz.com/products/batman-everybody-lies,Sí
Batman: The Dark Knight Returns - The Game,,$64.99,https://gamersguildaz.com/products/batman-the-dark-knight-returns-the-game,Sí
Battle Systems: Sci-Fi Alien Catacombs Set,$63.99,$50.61,https://gamersguildaz.com/products/battle-systems-sci-fi-alien-catacombs-set,Sí
Battle Systems: Sci-Fi Cyberpunk Core Set,$63.99,$49.75,https://gamersguildaz.com/products/battle-systems-sci-fi-cyberpunk-core-set,Sí
Battle Systems: Sci-Fi Frontier Core Set,$109.99,$84.92,https://gamersguildaz.com/products/battle-systems-sci-fi-frontier-core-set,Sí
Battle Systems: Sci-Fi Galactic Core Set,$109.99,$84.76,https://gamersguildaz.com/products/battle-systems-sci-fi-galactic-core-set,Sí
Battle Systems: Sci-Fi Outlands Core Set,$109.99,$95.31,https://gamersguildaz.com/products/battle-systems-sci-fi-outlands-core-set,Sí
Battle Systems: Urban City Block Core Set,$109.99,$87.22,https://gamersguildaz.com/products/battle-systems-urban-city-block-core-set,Sí
BCW 4x6 Sleeves,,$3.96,https://gamersguildaz.com/products/bcw-4x6-sleeves,Sí
Beacon Patrol,$19.95,$14.46,https://gamersguildaz.com/products/beacon-patrol,Sí
Bear Raid,$40.00,$32.00,https://gamersguildaz.com/products/bear-raid,Sí
Bear Valley,$24.95,$21.21,https://gamersguildaz.com/products/bear-valley,Sí
BEEZ,$39.99,$35.92,https://gamersguildaz.com/products/beez,Sí
Before I Kill You Mister Spy,$10.00,$9.87,https://gamersguildaz.com/products/before-i-kill-you-mister-spy-board-games,Sí
Behext,$44.99,$38.93,https://gamersguildaz.com/products/behext,Sí
Berried Treasure,$19.99,$16.99,https://gamersguildaz.com/products/copy-of-treasure-island,Sí
Betrayal At Baldur's Gate,$55.99,$39.96,https://gamersguildaz.com/products/betrayal-at-baldurs-gate,Sí
Betrayal at House on the Hill,,$55.99,https://gamersguildaz.com/products/betrayal-at-house-on-the-hill,Sí
Betrayal at House on the Hill: Upgrade Kit,$14.99,$11.67,https://gamersguildaz.com/products/betrayal-at-house-on-the-hill-upgrade-kit-rpgs,Sí
Between Two Castles of Mad King Ludwig,,$35.94,https://gamersguildaz.com/products/between-two-castles-of-mad-king-ludwig-board-games,Sí
Between Two Cities: Essential Edition,$50.00,$49.96,https://gamersguildaz.com/products/between-two-cities-essential-edition,Sí
Beyond the Sun,$84.95,$57.04,https://gamersguildaz.com/products/beyond-the-sun,Sí
Beyond the Sun: Leaders of the New Dawn,$39.95,$25.96,https://gamersguildaz.com/products/beyond-the-sun-leaders-of-the-new-dawn,Sí
Big City 20th Anniversary - Jumbo Edition,$150.00,$119.97,https://gamersguildaz.com/products/big-city-20th-anniversary-jumbo-edition,Sí
Big City 20th Anniversary Jumbo Edition - Urban Upgrade,$50.00,$35.75,https://gamersguildaz.com/products/big-city-20th-anniversary-jumbo-edition-urban-upgrade,Sí
Birdwatcher,$40.00,$28.97,https://gamersguildaz.com/products/birdwatcher,Sí
Birdwatcher Deluxe Upgrade Tokens,$15.00,$12.75,https://gamersguildaz.com/products/birdwatcher-deluxe-upgrade-tokens,Sí
Bites,$39.99,$30.23,https://gamersguildaz.com/products/bites,Sí
Bitten,$14.99,$14.96,https://gamersguildaz.com/products/bitten,Sí
Black Friday,$49.95,$39.32,https://gamersguildaz.com/products/black-friday,Sí
Blade Rondo Frost Veil,$19.95,$17.98,https://gamersguildaz.com/products/blade-rondo-frost-veil,Sí
Blade Rondo Grim Garden,$19.95,$15.93,https://gamersguildaz.com/products/blade-rondo-grim-garden,Sí
Blade Rondo Lost Dream,$19.95,$15.93,https://gamersguildaz.com/products/blade-rondo-lost-dream,Sí
Blaze,,$12.88,https://gamersguildaz.com/products/blaze,Sí
Blazon,$40.00,$28.61,https://gamersguildaz.com/products/blazon,Sí
Blood Orders,$69.95,$62.95,https://gamersguildaz.com/products/blood-orders,Sí
Blood Rage,$89.99,$71.99,https://gamersguildaz.com/products/blood-rage-core-box-cmon,Sí
Blood Rage: 5th Player Expansion,$29.99,$28.76,https://gamersguildaz.com/products/blood-rage-5th-player-expansion-cmon,Sí
Blood Rage: Gods of Asgard,$19.99,$18.96,https://gamersguildaz.com/products/blood-rage-gods-of-asgard-multi-cmon,Sí
Blood Rage: Mystics of Midgard,$24.99,$23.96,https://gamersguildaz.com/products/blood-rage-mystics-of-midgard-multi-cmon,Sí
Bloodborne The Board Game,$109.99,$87.99,https://gamersguildaz.com/products/bloodborne-the-board-game-cmon,Sí
Bloodborne The Board Game: Chalice Dungeon,$79.99,$51.72,https://gamersguildaz.com/products/bloodborne-chalice-dungeon-expansion-cmon,Sí
Bloodborne The Board Game: Forbidden Woods,$59.99,$44.44,https://gamersguildaz.com/products/bloodborne-forbidden-woods-expansion,Sí
Bloodborne The Board Game: Forsaken Cainhurst Castle,$59.99,$44.92,https://gamersguildaz.com/products/bloodborne-foresaken-cainhurst-castle-cmon,Sí
Bloodborne The Board Game: Hunter's Dream,$39.99,$34.92,https://gamersguildaz.com/products/bloodborne-hunters-dream-expansion-cmon,Sí
Bloodborne The Card Game,,$40.92,https://gamersguildaz.com/products/bloodborne-the-card-game-cmon,Sí
Bloodborne The Card Game: The Hunter's Nightmare,$24.99,$18.92,https://gamersguildaz.com/products/bloodborne-the-hunters-nightmare-cmon,Sí
Blueprints,$29.99,$19.97,https://gamersguildaz.com/products/blueprints,Sí
Blueprints of Mad King Ludwig,$49.95,$44.92,https://gamersguildaz.com/products/blueprints-of-mad-king-ludwig,Sí
BOARD GAME SLEEVES: EXTRA LARGE,,$5.96,https://gamersguildaz.com/products/board-game-sleeves-extra-large,Sí
BOARD GAME SLEEVES: STANDARD,,$4.92,https://gamersguildaz.com/products/copy-of-board-game-sleeves-extra-large,Sí
Boba Mahjong,$12.00,$10.20,https://gamersguildaz.com/products/boba-mahjong-1,Sí
Bohnanza,,$15.96,https://gamersguildaz.com/products/bohnanza-board-games,Sí
Bohnanza Dahlias,$19.99,$16.99,https://gamersguildaz.com/products/bohnanza-dahlias-pre-order,Sí
Bonsai,$34.99,$26.92,https://gamersguildaz.com/products/bonsai-pre-order,Sí
Bonsai: Vigorous Growth And Special,$7.99,$5.94,https://gamersguildaz.com/products/bonsai-vigorous-growth-and-special,Sí
Books of Time,$50.00,$39.92,https://gamersguildaz.com/products/books-of-time,Sí
Boonlake: Artifacts Expansion,,$39.96,https://gamersguildaz.com/products/boonlake-artifacts-expansion,Sí
Boop,$34.99,$26.94,https://gamersguildaz.com/products/boop,Sí
Borderlands: Mister Torgue's Arena of Badassery,$119.99,$95.99,https://gamersguildaz.com/products/borderlands-mister-torgues-arena-of-badassery,Sí
Bosk,$44.95,$35.96,https://gamersguildaz.com/products/bosk-board-games,Sí
Boss Monster Playmat,$19.95,$14.15,https://gamersguildaz.com/products/playmat-boss-monster,Sí
Boss Monster: Implements of Destruction,$9.95,$7.46,https://gamersguildaz.com/products/boss-monster-implements-of-destruction,Sí
Boss Monster: Vault of Villains,,$8.76,https://gamersguildaz.com/products/boss-monster-vault-of-villains,Sí
Botanik,,$23.96,https://gamersguildaz.com/products/botanik-space-cowboys,Sí
Bottom of the Ninth: Clubhouse,$19.95,$15.88,https://gamersguildaz.com/products/bottom-of-the-ninth-clubhouse,Sí
Brass Empire,,$24.40,https://gamersguildaz.com/products/brass-empire-board-games,Sí
Brass: Birmingham,$79.99,$60.86,https://gamersguildaz.com/products/brass-birmingham-board-games,Sí
Brass: Lancashire,$79.99,$57.16,https://gamersguildaz.com/products/brass-lancashire-board-games,Sí
Bravo! Bravo!,,$9.99,https://gamersguildaz.com/products/bravo-bravo,Sí
Brazil: Imperial,$70.00,$49.92,https://gamersguildaz.com/products/brazil-imperial,Sí
Brew,$29.95,$25.13,https://gamersguildaz.com/products/brew,Sí
Bridgerton - The High Society Game,$24.99,$19.99,https://gamersguildaz.com/products/bridgerton-the-high-society-game,Sí
Brigands,$31.99,$25.59,https://gamersguildaz.com/products/brigands,Sí
Brikks,$24.99,$17.92,https://gamersguildaz.com/products/brikks,Sí
Bristol 1350,$24.99,$24.03,https://gamersguildaz.com/products/bristol-1350,Sí
Broken and Beautiful,$15.99,$13.59,https://gamersguildaz.com/products/broken-and-beautiful,Sí
Bug Hunt,$29.99,$19.39,https://gamersguildaz.com/products/bug-hunt-cmon,Sí
Bullet Heart,$39.99,$31.99,https://gamersguildaz.com/products/bullet-heart,Sí
Bullet Star,$39.99,$31.99,https://gamersguildaz.com/products/bullet-star,Sí
Bullet: Orange,$24.99,$19.99,https://gamersguildaz.com/products/bullet-orange,Sí
Bunny Kingdom in the Sky Expansion,$34.99,$24.96,https://gamersguildaz.com/products/bunny-kingdom-in-the-sky,Sí
Bunny Party at Maple Valley,$15.00,$14.96,https://gamersguildaz.com/products/bunny-party-at-maple-valley,Sí
Burncycle,,$149.95,https://gamersguildaz.com/products/burncycle,Sí
Burncycle: Biodefend Corporation Expansion,,$29.95,https://gamersguildaz.com/products/burncycle-biodefend-corporation-expansion,Sí
Burncycle: The Specialist Bots Pack Expansion,,$14.95,https://gamersguildaz.com/products/burncycle-the-specialist-bots-pack-expansion,Sí
Bushido,$29.99,$20.96,https://gamersguildaz.com/products/bushido,Sí
Call of Kilforth,$80.00,$64.92,https://gamersguildaz.com/products/call-of-kilforth,Sí
Call of Kilforth Expansion 1 - Ventures,$35.00,$28.85,https://gamersguildaz.com/products/call-of-kilforth-expansion-1-ventures,Sí
Call of Kilforth Expansion 2 - Deluxe Upgrades,$35.00,$28.85,https://gamersguildaz.com/products/call-of-kilforth-expansion-2-deluxe-upgrades,Sí
Call of Kilforth Expansion 3 - Dark Call,$18.00,$14.82,https://gamersguildaz.com/products/call-of-kilforth-expansion-3-dark-call,Sí
Call to Adventure: Heroic Fantasy Art Deck,,$11.32,https://gamersguildaz.com/products/call-to-adventure-heroic-fantasy-art-deck,Sí
Call to Adventure: High Fantasy Art Deck,$12.95,$11.32,https://gamersguildaz.com/products/call-to-adventure-high-fantasy-art-deck,Sí
Camel Up 2.0,$39.99,$31.99,https://gamersguildaz.com/products/camel-up,Sí
Camel Up Off Season,$39.99,$31.87,https://gamersguildaz.com/products/camel-up-off-season,Sí
Camel Up the Card Game,$14.99,$12.74,https://gamersguildaz.com/products/camel-up-the-card-game,Sí
Campaign Trail,$69.99,$48.96,https://gamersguildaz.com/products/campaign-trail,Sí
Camping Fluxx,,$20.00,https://gamersguildaz.com/products/camping-fluxx,Sí
Can't Stop,,$25.01,https://gamersguildaz.com/products/cant-stop,Sí
Can't Stop Express,$9.99,$9.96,https://gamersguildaz.com/products/cant-stop-express,Sí
Cangaceiros,$65.00,$48.72,https://gamersguildaz.com/products/cangaceiros,Sí
Canosa,$30.00,$25.13,https://gamersguildaz.com/products/canosa,Sí
Canvas,$39.99,$38.36,https://gamersguildaz.com/products/canvas,Sí
Caper Cards: Bells Hells,$14.99,$14.96,https://gamersguildaz.com/products/caper-cards-bells-hells,Sí
Captured Moments: A Downtown Abbey Game,$29.99,$21.47,https://gamersguildaz.com/products/captured-moments-a-downtown-abbey-game,Sí
Car Wars (Sixth Edition) Miniatures Set 2,$59.95,$42.82,https://gamersguildaz.com/products/car-wars-sixth-edition-miniatures-set-2,Sí
Car Wars (Sixth Edition) Miniatures Set 3,$59.95,$42.82,https://gamersguildaz.com/products/car-wars-sixth-edition-miniatures-set-3,Sí
Car Wars (Sixth Edition) Miniatures Set 4,$59.95,$42.82,https://gamersguildaz.com/products/car-wars-sixth-edition-miniatures-set-4,Sí
Car Wars - Core Set,$149.95,$107.06,https://gamersguildaz.com/products/copy-of-car-wars-sixth-edition-miniatures-set-2,Sí
Car Wars 2 Player Starter Set - Blue/Green,$79.95,$57.10,https://gamersguildaz.com/products/car-wars-2-player-starter-set-blue-green,Sí
Car Wars 2 Player Starter Set - Red/Yellow,$79.95,$57.10,https://gamersguildaz.com/products/copy-of-car-wars-sixth-edition-miniatures-set-2-pre-order,Sí
Car Wars: Miniatures Set 1,$39.95,$36.40,https://gamersguildaz.com/products/car-wars-miniatures-set-1,Sí
Caravan,,$32.33,https://gamersguildaz.com/products/caravan-board-games,Sí
Carcassonne,$41.99,$33.59,https://gamersguildaz.com/products/carcassonne-zman-games,Sí
Carcassonne (20th Anniversary Edition),$49.99,$39.99,https://gamersguildaz.com/products/carcassonne-20th-anniversary-edition,Sí
